90	94	96	98	100	102	104	106	108	110	114																															
0	1	0	7	54	3	87	23	2	4	7																															
246	250	254	258	270	278	292	296	300	308	312	316	320	324	328	332	336	340	344	348	352	356	360	364	368	372	376	384														
0	0	0	0	1	0	0	0	1	0	0	2	4	0	2	15	23	28	30	20	18	21	9	11	3	2	0	0														
203	207	211	215	219	223	227	231	235	239	243	247	251	255																												
1	5	11	5	14	13	9	39	34	23	23	11	2	0																												
162	166	170	174	178	182	186	190	194	198	202	206	210	214	218	258	262	266	270	274	278	282	286	290	294	298	302	306	310	314	318	322	326	330	334	338	342	346	350	354	358	362
0	0	0	1	0	0	0	1	4	0	0	3	4	1	1	1	0	1	1	6	9	10	8	8	15	15	9	20	20	9	12	3	7	6	0	0	0	0	4	3	0	0
124	128	129	132	136	140	144	148																																		
27	125	3	19	7	8	0	1																																		
172	176	180	184	188	192	194	196	200	204	208	212	216	220	224	228	232	236	240	244	248	252	256	260	268	272																
0	1	3	5	9	41	0	29	16	27	12	13	10	1	0	5	3	4	4	0	3	2	0	0	0	0																
218	226	230	234	238	242	246	250	254	256	258	262	266	270	274	278	282	286	290	294																						
2	0	0	7	39	36	11	23	22	3	16	11	1	14	1	1	0	1	0	0																						
128	186	194	198	202	206	210	214	230	234	238	242	246	250	254	258	262	266	270	274	278	282	286	290	294	298	302	306	310	326	338	342	350									
0	0	0	33	58	19	10	0	2	0	1	5	2	0	1	0	0	7	6	6	9	8	6	4	1	1	1	1	1	0	0	0	0									
171	215	219	223	227	231	235	239	243	247	251	255	259	263	267	271	275	279	283	287	291	295	299	307	344																	
0	1	9	2	5	8	4	8	15	12	20	17	16	22	24	6	10	2	1	4	2	1	1	0	0																	
173	177	181	185	189	193	197	201	205	209	213	217	221	225	229	233	237	253																								
0	0	4	0	2	2	15	13	26	25	38	30	20	11	2	0	1	1																								
133	145	149	153	157	161	165	169	173	177	181	185	189	193	197	201	205	209	213																							
0	0	6	5	20	50	1	10	1	8	8	18	7	16	3	15	21	1	0																							
80	106	110	114	118	122																																				
22	0	32	113	20	3																																				
112	114	116	118	120	128	130	132																																		
0	2	85	6	4	85	5	1																																		
